Policy Name,Policy Name Variant,Id,Date,Url,Full Text,Hashtags,Views Count,Favourite Count,Retweet Count,Reply Count,Language,Image Urls,Video Urls,User Mentions,User Profile Id,User Description,User Name,User Followers Count
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782425661673705520,Mon Apr 22 15:06:08 +0000 2024,https://twitter.com/ThePPRShow/status/1782425661673705520,RT @CodyFolden: 1 more after the draft. This just holds me accountable to see what I am seeing,[],0,0,1,0,en,[],[],['CodyFolden'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,Women In Science and Engineering-Societal Challenges with Opportunities Fellowship,1782408124529549642,Mon Apr 22 13:56:27 +0000 2024,https://twitter.com/ThePPRShow/status/1782408124529549642,"RT @TheCFBNation: Our Top 4 WRs In The 2025 Class.... Who Do You Have In The #5 Slot?

#GoCFB #CollegeFootball #GoBucks #GoDucks #MIZ #Bear…","['GoCFB', 'CollegeFootball', 'GoBucks', 'GoDucks', 'MIZ']",0,0,4,0,en,[],[],['TheCFBNation'],1401689678168748035,Co-Owner @TheFFUniverse | 📺The O @TheCFBNation | 📺 Future Phenoms @FFLeagueWinners | ✍🏾 @RPO_Football | 📺 @TotalApexSports #SFB13 #Devy #IDP #AEW #NJPW #WWE,ThePPRShow,1657
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor Fellowship,1504055727325081603,Wed Mar 16 11:23:24 +0000 2022,https://twitter.com/AICTE_INDIA/status/1504055727325081603,"#AICTEdge

Under #AICTE-Distinguished Chair Professor (DCP) Fellowship

Expert Talk on ""Vibration control in industry"" by Dr. M.L. Munjal, #AICTE Distinguished Chair Professor

LIVE on 19 Mar, 2022 from 11am onwards at https://t.co/nDDTkIMZir

@PIBHRD @iiscbangalore @insa_academy https://t.co/vd7Nopl7ac","['AICTEdge', 'AICTE', 'AICTE']",0,7,4,2,en,['https://pbs.twimg.com/media/FN95BhOagAQIGuV.jpg'],[],"['PIBHRD', 'iiscbangalore', 'insa_academy']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor Fellowship,1502158527863083011,Fri Mar 11 05:44:36 +0000 2022,https://twitter.com/AICTE_INDIA/status/1502158527863083011,"#AICTEdge
#AICTE-Distinguished Chair Professor fellowship intends to utilize expertise of highly qualified &amp; experienced superannuated Professionals.
Expert Talk by Prof.Prem Vrat on '#Industrial #Engineering 4.0:A New Paradigm'
12 March @ 10am
https://t.co/nDDTkIMZir
@hecthitech https://t.co/8QBUUexXIi","['AICTEdge', 'AICTE', 'Industrial', 'Engineering']",0,8,4,1,en,['https://pbs.twimg.com/media/FNi8jwyaIAAQY-h.jpg'],[],['hecthitech'],872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1722510203546149246,Thu Nov 09 07:03:29 +0000 2023,https://twitter.com/SRM_Univ/status/1722510203546149246,"IMPORTANCE OF INDUSTRIAL CONSULTANCY FOR VIKASIT BHARAT @ 2047 by Prof. M L Munjal, AICTE Distinguished Chair Professor, IISc Bangalore.

We cordially Invite you to join us https://t.co/iHL7ByEsbu (YouTube)

#SRMIST #SRMktr #Mechanicalengineering #SRMcollege #SRMChennai https://t.co/S8SWzCvA1H","['SRMIST', 'SRMktr', 'Mechanicalengineering', 'SRMcollege', 'SRMChennai']",495,2,0,0,en,['https://pbs.twimg.com/media/F-eVusqbUAArFHD.jpg'],[],[],274422131,Learn | Leap | Lead,SRM_Univ,11864
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1722188470423277579,Wed Nov 08 09:45:02 +0000 2023,https://twitter.com/SRM_Univ/status/1722188470423277579,"SRM IST, in association with AICTE, organizes the Amrit Kaal Vimarsh, Vikasit Bharat @ 2047 on IMPORTANCE OF INDUSTRIAL CONSULTANCY FOR VIKASIT BHARAT @ 2047 by Prof. M L Munjal, AICTE Distinguished Chair Professor, IISc Bangalore on 09th November 2023, 10:30 AM.

#SRMIST #AICTE https://t.co/S2U0IlDKqw","['SRMIST', 'AICTE']",408,2,0,0,en,['https://pbs.twimg.com/media/F-ZxIcjaAAAuIJ8.jpg'],[],[],274422131,Learn | Leap | Lead,SRM_Univ,11864
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1649385496290762753,Fri Apr 21 12:12:01 +0000 2023,https://twitter.com/MAKAUTWB/status/1649385496290762753,"AICTE Distinguished Chair Professor (Dr.) Sankar K. Pal, Padmashri delivered an Inspiring Lecture on AI and Pattern Recognition, including the Basics of Machine Learning, Deep Learning.

https://t.co/zdRDSa9PPW

#makaut #MAKAUT_UNIVERSITY https://t.co/IeHsE5Txte","['makaut', 'MAKAUT_UNIVERSITY']",133,1,0,0,en,['https://pbs.twimg.com/media/FuPLU0qWAAUFZYn.jpg'],[],[],981820110007517184,"Only official Twitter account of MAKAUT,WB",MAKAUTWB,2840
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1635254168335314945,Mon Mar 13 12:19:09 +0000 2023,https://twitter.com/AICTE_INDIA/status/1635254168335314945,"#AICTE Distinguished Chair Professor Lecture on 15th March 2023. Resource Person: Prof. Prem Vrat, Chairman, Board of Governors, #IIT (ISM) Dhanbad and #IIT Mandi Pro-Chancellor; Professor of Eminence and Chief Mentor, The North Cap University, Gurugram, Haryana. https://t.co/BoQjhbayBD","['AICTE', 'IIT', 'IIT']",3238,29,6,4,en,['https://pbs.twimg.com/media/FrGUQOBXsAATCkn.jpg'],[],[],872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1630898334276911104,Wed Mar 01 11:50:38 +0000 2023,https://twitter.com/MAKAUTWB/status/1630898334276911104,"Join the AICTE Distinguished Chair Professor Lecture on AI and Pattern Recognition on 9th &amp; 10th March 2023 by Prof. (Dr.) Sankar K. Pal 

https://t.co/vOMjJio0im

#makaut #MAKAUT_UNIVERSITY https://t.co/a3YoC1ITO2","['makaut', 'MAKAUT_UNIVERSITY']",64,0,0,0,en,['https://pbs.twimg.com/media/FqIdYDDaMAAKAXD.jpg'],[],[],981820110007517184,"Only official Twitter account of MAKAUT,WB",MAKAUTWB,2840
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1630885091638669312,Wed Mar 01 10:58:00 +0000 2023,https://twitter.com/MAKAUTWB/status/1630885091638669312,"The AICTE Distinguished Chair Professor Lecture intends to utilize the expertise of highly qualified and experienced superannuated professionals who have made unparalleled, exceptional professional contribution to the society in their respective field / discipline for motivating",[],60,1,0,1,en,[],[],[],981820110007517184,"Only official Twitter account of MAKAUT,WB",MAKAUTWB,2840
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1630885088669073408,Wed Mar 01 10:58:00 +0000 2023,https://twitter.com/MAKAUTWB/status/1630885088669073408,"MAKAUT, W.B., is organising the AICTE Distinguished Chair Professor Lecture on 9th March 2023. Prof. Dr. Sankar K. Pal,  distinguished scientist and former Director of Indian Statistical Institute (ISI), will deliver a lecture on the topic 'AI &amp; Pattern Recognition'.",[],131,2,0,1,en,[],[],[],981820110007517184,"Only official Twitter account of MAKAUT,WB",MAKAUTWB,2840
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1630208566849069056,Mon Feb 27 14:09:44 +0000 2023,https://twitter.com/AICTE_INDIA/status/1630208566849069056,"#AICTE Distinguished Chair Professor Lecture from 28th Feb to 3rd March 2023. Resource Person: Dr. M. L. Munjal, Indian Institute of Science, Bengaluru https://t.co/HTAFXCpVaJ",['AICTE'],1813,20,6,0,en,['https://pbs.twimg.com/media/Fp-dJcTX0AAED0l.jpg'],[],[],872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1625389177234948109,Tue Feb 14 06:59:12 +0000 2023,https://twitter.com/AICTE_INDIA/status/1625389177234948109,"#AICTE Distinguished Chair Professor's Lecture:
Theme:  ""NEP 2020: Overview and Implementation Strategy"" 
Resource Person: Prof. Prem Vrat, Former Director, IIT, Roorkee 
Registration Link: https://t.co/fn9qY9Yalc 
Meeting Link: https://t.co/84pLw7W2t5 https://t.co/6su8ck1WRb",['AICTE'],1471,9,6,0,en,['https://pbs.twimg.com/media/Fo506htaIAESalM.jpg'],[],[],872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1618833402333122561,Fri Jan 27 04:48:54 +0000 2023,https://twitter.com/dramitks/status/1618833402333122561,"Pl join #AICTE #Distinguished #Chair #Professor (DCP ) lecture series from January 30th to February 3rd, 2023.
Resource Person: Dr. M L Munjal, Professor (Emeritus) &amp; AICTE DCP, Department of Mech Engg @iiscbangalore
Zoom Link: https://t.co/9HpfDb8dTk https://t.co/Q2OflWIwgM","['AICTE', 'Distinguished', 'Chair', 'Professor']",59,1,0,0,en,"['https://pbs.twimg.com/media/FndAYR-aIAEQyti.jpg', 'https://pbs.twimg.com/media/FndAZMdaAAEMInU.jpg']",[],['iiscbangalore'],132836702,"Regional Director (I/C), IGNOU Regional Centre Delhi 2,
Former Director, All India Council of Technical Education (AICTE), New Delhi. Views are personal",dramitks,372
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1606885030990868481,Sun Dec 25 05:30:20 +0000 2022,https://twitter.com/dramitks/status/1606885030990868481,"Join us #AICTE #Distinguished #Chair #Professor #Lecture:
Registration link: https://t.co/GsCoL6xQ5Q      
Meeting Link: https://t.co/8KzjeCeryI
Passcode:        170337
#technology #technology #leadership #leadership #india #motivation #university https://t.co/BMndrez0QZ","['AICTE', 'Distinguished', 'Chair', 'Professor', 'Lecture', 'technology', 'technology', 'leadership', 'leadership', 'india', 'motivation', 'university']",82,0,0,0,en,['https://pbs.twimg.com/media/FkzNKrTacAAIb-b.jpg'],[],[],132836702,"Regional Director (I/C), IGNOU Regional Centre Delhi 2,
Former Director, All India Council of Technical Education (AICTE), New Delhi. Views are personal",dramitks,372
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1602319428971945986,Mon Dec 12 15:08:16 +0000 2022,https://twitter.com/dramitks/status/1602319428971945986,"Pl Join #AICTE #Distinguished #Chair #Professor lecture: Faculty Performance Appraisal Systems and Student Feedback systems &amp; improvement in teaching effectiveness
Date:        17th December 2022
Timings:  10:00 AM onwards
Registration link 
https://t.co/YbpkHOjdAJ @mamidala90 https://t.co/xUuW27j9WN","['AICTE', 'Distinguished', 'Chair', 'Professor']",0,0,0,0,en,['https://pbs.twimg.com/media/FjyU2MrUUAEfhgD.jpg'],[],['mamidala90'],132836702,"Regional Director (I/C), IGNOU Regional Centre Delhi 2,
Former Director, All India Council of Technical Education (AICTE), New Delhi. Views are personal",dramitks,372
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1602316485157916675,Mon Dec 12 14:56:34 +0000 2022,https://twitter.com/dramitks/status/1602316485157916675,"Pl Join #AICTE #Distinguished #Chair #Professor lecture: Importance of Teaching and Research in Educational Institutions - 13th December 2022 
Professional Education - 14th December 2022
3:00 PM to 4:00 PM; Microsoft link:    https://t.co/efZ1qHubjH  @mamidala90 https://t.co/VY4VJweEdN","['AICTE', 'Distinguished', 'Chair', 'Professor']",0,0,0,0,en,['https://pbs.twimg.com/media/FjySR51VIAASu7M.jpg'],[],['mamidala90'],132836702,"Regional Director (I/C), IGNOU Regional Centre Delhi 2,
Former Director, All India Council of Technical Education (AICTE), New Delhi. Views are personal",dramitks,372
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1601072169781694469,Fri Dec 09 04:32:06 +0000 2022,https://twitter.com/dramitks/status/1601072169781694469,"Join #AICTE #Distinguished #Chair #Professor (DCP ) lecture on 17th December 2022 from 10 am onwards
Topic: Faculty Performance Appraisal Systems and Student Feedback systems &amp; improvement in teaching effectiveness 
Registration link 

https://t.co/YbpkHOBmOR
@mamidala90 https://t.co/IS4HEzvZQY","['AICTE', 'Distinguished', 'Chair', 'Professor']",0,0,0,0,en,['https://pbs.twimg.com/media/Fjgmpk_aYAElqst.jpg'],[],['mamidala90'],132836702,"Regional Director (I/C), IGNOU Regional Centre Delhi 2,
Former Director, All India Council of Technical Education (AICTE), New Delhi. Views are personal",dramitks,372
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1601071149429161984,Fri Dec 09 04:28:03 +0000 2022,https://twitter.com/dramitks/status/1601071149429161984,"Join #AICTE #Distinguished #Chair #Professor (DCP ) lecture on 16th December 2022 from 3 PM onwards onwards
Topic: The birth of modern science
Registration link: 
https://t.co/zSiOOTwFOJ 
#technology #university #teaching #india @mamidala90 https://t.co/QTp16ZUlPa","['AICTE', 'Distinguished', 'Chair', 'Professor', 'technology', 'university', 'teaching', 'india']",0,0,0,0,en,['https://pbs.twimg.com/media/FjgluBLaAAIYkQV.jpg'],[],['mamidala90'],132836702,"Regional Director (I/C), IGNOU Regional Centre Delhi 2,
Former Director, All India Council of Technical Education (AICTE), New Delhi. Views are personal",dramitks,372
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1597986086478745600,Wed Nov 30 16:09:06 +0000 2022,https://twitter.com/dramitks/status/1597986086478745600,"#AICTE Distinguished Chair Professor Lecture series.   Join the program live on 1st,2nd, 3rd,4th &amp; 5th December 2022 between 4.00 PM to 5.30 PM @mamidala90 
@GIETUniversity https://t.co/IkOYhyor0P",['AICTE'],0,6,4,0,en,"['https://pbs.twimg.com/media/Fi0ujrvVEAAtUXd.jpg', 'https://pbs.twimg.com/media/Fi0uoQNUoAAEfrE.jpg']",[],"['mamidala90', 'GIETUniversity']",132836702,"Regional Director (I/C), IGNOU Regional Centre Delhi 2,
Former Director, All India Council of Technical Education (AICTE), New Delhi. Views are personal",dramitks,372
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1597456207618662400,Tue Nov 29 05:03:33 +0000 2022,https://twitter.com/dramitks/status/1597456207618662400,"#AICTE Distinguished Chair Professor, Dr. Manohar Lal Munjal, Professor (Emeritus) &amp; INSA Honorary Scientist, Dept. of Mechanical Engg., Indian Institute of Science, Bengaluru delivered talk at Sri Krishna College of Technology, Coimbatore @mamidala90 https://t.co/oMNTKnOlz1",['AICTE'],0,0,0,0,ro,['https://pbs.twimg.com/media/FitN8q-akAE04mx.jpg'],[],['mamidala90'],132836702,"Regional Director (I/C), IGNOU Regional Centre Delhi 2,
Former Director, All India Council of Technical Education (AICTE), New Delhi. Views are personal",dramitks,372
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1594549028246937603,Mon Nov 21 04:31:28 +0000 2022,https://twitter.com/AICTE_INDIA/status/1594549028246937603,"AICTE &amp; Sri Krishna College of Technology,Coimbatore is organizing lecture under AICTE Distinguished Chair Professor Scheme by Dr.Manohar Lal Munjal,Prof.(Emeritus) @iiscbangalore,former Director @iitbombay
21-25 Nov 2022
10:30am onwards

Reg.:https://t.co/vHtAAKBVpE

@mamidala90 https://t.co/ncvnzBWoXX",[],0,9,2,0,ro,"['https://pbs.twimg.com/media/FiD539CaUAAL2oZ.jpg', 'https://pbs.twimg.com/media/FiD54idakAAvPQ6.jpg']",[],"['iiscbangalore', 'iitbombay', 'mamidala90']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1593787964378976257,Sat Nov 19 02:07:16 +0000 2022,https://twitter.com/dramitks/status/1593787964378976257,"Eminent Distinguished Chair Professor , Dr.Timothy Gonsalves, Former Director, IIT ,Mandi, Himachal Pradesh delivered talk at G.Narayanamma Institute of Technology &amp;Science(For Women), Hyderabad under DCP scheme of #AICTE @mamidala90 https://t.co/2fRKRJzubD",['AICTE'],0,8,1,0,en,"['https://pbs.twimg.com/media/Fh5Fml9agAASG8p.jpg', 'https://pbs.twimg.com/media/Fh5FrbaacAAAUqr.jpg']",[],['mamidala90'],132836702,"Regional Director (I/C), IGNOU Regional Centre Delhi 2,
Former Director, All India Council of Technical Education (AICTE), New Delhi. Views are personal",dramitks,372
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair Professor,1592822702406258690,Wed Nov 16 10:11:40 +0000 2022,https://twitter.com/AICTE_INDIA/status/1592822702406258690,"Webinar on Fostering Creativity &amp; Innovation in Technology under Distinguished Chair Professor Scheme, by Prof.Ashok Misra, NASI Distinguished Professor, @iiscbangalore, former Director @iitbombay 

18 Nov, 2022 @ 10:30am

@mamidala90 @EduMinOfIndia https://t.co/CwqlKgUGoW",[],0,7,3,0,en,['https://pbs.twimg.com/media/FhrXzMdagAUiSFL.jpg'],[],"['iiscbangalore', 'iitbombay', 'mamidala90', 'EduMinOfIndia']",872313562684956672,Official twitter account of All India Council For Technical Education.,AICTE_INDIA,167981
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair,1762448575693512865,Tue Feb 27 12:04:19 +0000 2024,https://twitter.com/aryacollegemain/status/1762448575693512865,"Dr. Arvind Agarwal Sir. #President &amp; Dr. Puja Agarwal #VicePresident were invited to chair a distinguished session at #NIMSUniversity. 

#NEP #AryaMainCampus #AryaGroupOfColleges #AryaCollege #AryaCollegeJaipur #AryaCollegeOfEngineering #ACE #AICTE #RTU #NAAC #NBA #ISO https://t.co/rdB7VkOyh7","['President', 'VicePresident', 'NIMSUniversity', 'NEP', 'AryaMainCampus', 'AryaGroupOfColleges', 'AryaCollege', 'AryaCollegeJaipur', 'AryaCollegeOfEngineering', 'ACE', 'AICTE', 'RTU', 'NAAC', 'NBA', 'ISO']",81,1,0,0,en,"['https://pbs.twimg.com/media/GHV40pHa4AAjJ4C.jpg', 'https://pbs.twimg.com/media/GHV44Q4aUAAnj0l.jpg', 'https://pbs.twimg.com/media/GHV45pAaEAAltBg.jpg', 'https://pbs.twimg.com/media/GHV45qpa4AA-spL.jpg']",[],[],1444948117011329026,Arya Group of Colleges Jaipur was established in the Year 2000. During Last 21 Years of Excellence in Education Arya college has emerged as best Engg College,aryacollegemain,143
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair,1738113521102291435,Fri Dec 22 08:25:30 +0000 2023,https://twitter.com/LBRCE1/status/1738113521102291435,"The #iccins2023 is in action today on the first day of the conference. Chief Guests, Distinguished guests, dignitaries, Session Chairs and participants #ugc #aicte #nirf #ieeeconference https://t.co/U8gaXxo2SC","['iccins2023', 'ugc', 'aicte', 'nirf', 'ieeeconference']",21,0,0,0,en,"['https://pbs.twimg.com/media/GB8FBcxbsAA9OcK.jpg', 'https://pbs.twimg.com/media/GB8FBvPaUAAue3x.jpg', 'https://pbs.twimg.com/media/GB8FCANaIAA2BFE.jpg', 'https://pbs.twimg.com/media/GB8FCQubIAApsRe.jpg']",[],[],1128584721087193088,"LBRCE is an Autonomous Institution. This is an Official Twitter Handle of LBRCE, managed by Information Cell.

Note: RTs (Retweets) are not endorsements.",LBRCE1,198
AICTE - Distinguished Chair Professor Fellowship,AICTE - Distinguished Chair,1722510203546149246,Thu Nov 09 07:03:29 +0000 2023,https://twitter.com/SRM_Univ/status/1722510203546149246,"IMPORTANCE OF INDUSTRIAL CONSULTANCY FOR VIKASIT BHARAT @ 2047 by Prof. M L Munjal, AICTE Distinguished Chair Professor, IISc Bangalore.

We cordially Invite you to join us https://t.co/iHL7ByEsbu (YouTube)

#SRMIST #SRMktr #Mechanicalengineering #SRMcollege #SRMChennai https://t.co/S8SWzCvA1H","['SRMIST', 'SRMktr', 'Mechanicalengineering', 'SRMcollege', 'SRMChennai']",495,2,0,0,en,['https://pbs.twimg.com/media/F-eVusqbUAArFHD.jpg'],[],[],274422131,Learn | Leap | Lead,SRM_Univ,11864
